data,xs
1.4929428005949718e-74,-1.1423333333333332
2.0679507784368545e-72,-1.1269999999999998
2.8243926760323398e-70,-1.1116666666666666
3.774947723396004e-68,-1.0963333333333332
4.934429980368617e-66,-1.081
6.304180774723277e-64,-1.0656666666666665
7.86676803657516e-62,-1.0503333333333331
9.581514731755944e-60,-1.035
1.1382000475682475e-57,-1.0196666666666665
1.3176706754722185e-55,-1.0043333333333333
1.485372344103623e-53,-0.9889999999999999
1.6289861721004323e-51,-0.9736666666666666
1.736366699267263e-49,-0.9583333333333333
1.797083759671238e-47,-0.9429999999999998
1.8039666146831033e-45,-0.9276666666666665
1.7543607724238852e-43,-0.9123333333333332
1.6508182549990984e-41,-0.8969999999999999
1.5010246463826498e-39,-0.8816666666666666
1.3169113065582678e-37,-0.8663333333333332
1.1130772494122295e-35,-0.8509999999999999
9.048059639593317e-34,-0.8356666666666666
7.06060321216483e-32,-0.8203333333333332
5.278414278059186e-30,-0.8049999999999999
3.7720095391995194e-28,-0.7896666666666666
2.570288963879715e-26,-0.7743333333333332
1.665508672307212e-24,-0.7589999999999999
1.0231689999953284e-22,-0.7436666666666666
5.9388493366101064e-21,-0.7283333333333333
3.2444333322538066e-19,-0.713
1.6609362094727817e-17,-0.6976666666666665
7.927895716866725e-16,-0.6823333333333332
3.5076028097925144e-14,-0.6669999999999999
1.4283249129024263e-12,-0.6516666666666666
5.301920745915768e-11,-0.6363333333333333
1.7783757678021286e-9,-0.6209999999999999
5.334051948052567e-8,-0.6056666666666666
1.4082910557163817e-6,-0.5903333333333333
3.2081094933182876e-5,-0.575
0.0006137996604114663,-0.5596666666666666
0.009491568173019556,-0.5443333333333332
0.11182112939790638,-0.5289999999999999
0.9063337496606613,-0.5136666666666666
4.073334250341186,-0.4983333333333333
4.867846870605073,-0.48299999999999993
4.9701764318290005,-0.4676666666666666
4.979054200340564,-0.45233333333333325
4.9796359189054185,-0.43699999999999994
4.979666591708619,-0.42166666666666663
4.979667946658969,-0.40633333333333327
4.979667998221003,-0.39099999999999996
