data,xs
0.0006963754986194108,-1.1423333333333332
0.0007699997221892932,-1.1269999999999998
0.0009144938247816831,-1.1116666666666666
0.0011274458502540073,-1.0963333333333332
0.0014102320481227326,-1.081
0.001769702780392643,-1.0656666666666665
0.0022181794570036635,-1.0503333333333331
0.0027728549216259014,-1.035
0.0034553978800401387,-1.0196666666666665
0.004291984723278387,-1.0043333333333333
0.005313677873995056,-0.9889999999999999
0.006557020773729964,-0.9736666666666666
0.008064763425592827,-0.9583333333333333
0.009886676566970768,-0.9429999999999998
0.012080436040117075,-0.9276666666666665
0.014712567329205423,-0.9123333333333332
0.017859441322748457,-0.8969999999999999
0.021608310504811507,-0.8816666666666666
0.026058371761782984,-0.8663333333333332
0.031321838430847605,-0.8509999999999999
0.03752500032785736,-0.8356666666666666
0.04480924638671161,-0.8203333333333332
0.05333202031992928,-0.8049999999999999
0.06326767548564319,-0.7896666666666666
0.07480819105671671,-0.7743333333333332
0.08816370779063962,-0.7589999999999999
0.1035628383730258,-0.7436666666666666
0.12125270464741639,-0.7283333333333333
0.14149865225844765,-0.713
0.16458359253768184,-0.6976666666666665
0.1908069220664803,-0.6823333333333332
0.22048297246196147,-0.6669999999999999
0.2539389467391221,-0.6516666666666666
0.291512304260651,-0.6363333333333333
0.3335475639150933,-0.6209999999999999
0.38039250483236414,-0.6056666666666666
0.4323937556572763,-0.5903333333333333
0.4898917770967881,-0.575
0.5532152579886954,-0.5596666666666666
0.6226749622818226,-0.5443333333333332
0.6985570827571567,-0.5289999999999999
0.7811161766453927,-0.5136666666666666
0.8705677780300468,-0.4983333333333333
0.9670808014916691,-0.48299999999999993
1.0707698702238875,-0.4676666666666666
1.1816877191523716,-0.45233333333333325
1.2998178387054737,-0.43699999999999994
1.425067537110167,-0.42166666666666663
1.5572616077106285,-0.40633333333333327
1.6961367922074593,-0.39099999999999996
1.8413372303063218,-0.37566666666666665
1.9924110805984347,-0.3603333333333333
2.1488084862499734,-0.345
2.3098810420885587,-0.3296666666666666
2.4748828969653545,-0.3143333333333333
2.6429735970641133,-0.299
2.8132227425232164,-0.2836666666666666
2.984616492000662,-0.2683333333333333
3.156065908428297,-0.25299999999999995
3.3264170952053713,-0.23766666666666664
3.494463026623996,-0.2223333333333333
3.658956930692738,-0.207
3.8186270380975964,-0.19166666666666665
3.972192469224322,-0.17633333333333331
4.1183799933577845,-0.16099999999999998
4.255941361711162,-0.14566666666666664
4.383670890034568,-0.13033333333333333
4.500422948259578,-0.11499999999999999
4.605129004813481,-0.09966666666666665
4.696813872424838,-0.08433333333333333
4.774610810826372,-0.06899999999999999
4.837775159679908,-0.05366666666666666
4.885696202038157,-0.03833333333333333
4.917906994103432,-0.022999999999999996
4.934091940047454,-0.007666666666666665
4.934091940047436,0.007666666666666665
4.917906994103502,0.022999999999999996
4.885696202038142,0.03833333333333333
4.837775159679927,0.05366666666666666
4.774610810826372,0.06899999999999999
4.696813872424886,0.08433333333333333
4.605129004813492,0.09966666666666665
4.500422948259578,0.11499999999999999
4.383670890034479,0.13033333333333333
4.255941361711113,0.14566666666666664
4.118379993357702,0.16099999999999998
3.972192469224307,0.17633333333333331
3.818627038097618,0.19166666666666665
3.658956930692738,0.207
3.49446302662398,0.2223333333333333
3.326417095205388,0.23766666666666664
3.1560659084282867,0.25299999999999995
2.984616492000662,0.2683333333333333
2.8132227425232146,0.2836666666666666
2.6429735970640933,0.299
2.474882896965325,0.3143333333333333
2.3098810420885556,0.3296666666666666
2.148808486249969,0.345
1.9924110805984288,0.3603333333333333
1.841337230306316,0.37566666666666665
1.6961367922074593,0.39099999999999996
1.557261607710617,0.40633333333333327
1.425067537110167,0.42166666666666663
1.2998178387054768,0.43699999999999994
1.1816877191523756,0.45233333333333325
1.0707698702238948,0.4676666666666666
0.9670808014916656,0.48299999999999993
0.8705677780300376,0.4983333333333333
0.7811161766453905,0.5136666666666666
0.6985570827571486,0.5289999999999999
0.6226749622818217,0.5443333333333332
0.553215257988696,0.5596666666666666
0.48989177709679227,0.575
0.43239375565728044,0.5903333333333333
0.380392504832371,0.6056666666666666
0.33354756391509294,0.6209999999999999
0.2915123042606489,0.6363333333333333
0.2539389467391205,0.6516666666666666
0.2204829724619619,0.6669999999999999
0.19080692206648212,0.6823333333333332
0.16458359253767932,0.6976666666666665
0.1414986522584457,0.713
0.12125270464741565,0.7283333333333333
0.10356283837302546,0.7436666666666666
0.08816370779063912,0.7589999999999999
0.07480819105671603,0.7743333333333332
0.06326767548564291,0.7896666666666666
0.053332020319929355,0.8049999999999999
0.04480924638671165,0.8203333333333332
0.03752500032785736,0.8356666666666666
0.031321838430847654,0.8509999999999999
0.026058371761782984,0.8663333333333332
0.02160831050481133,0.8816666666666666
0.017859441322748457,0.8969999999999999
0.014712567329205376,0.9123333333333332
0.012080436040117002,0.9276666666666665
0.009886676566970782,0.9429999999999998
0.008064763425592947,0.9583333333333333
0.006557020773730097,0.9736666666666666
0.005313677873995156,0.9889999999999999
0.004291984723278525,1.0043333333333333
0.0034553978800401955,1.0196666666666665
0.002772854921625935,1.035
0.0022181794570036643,1.0503333333333331
0.0017697027803926595,1.0656666666666665
0.001410232048122729,1.081
0.0011274458502540051,1.0963333333333332
0.0009144938247816709,1.1116666666666666
0.0007699997221892897,1.1269999999999998
0.000696375498619415,1.1423333333333332
