data,xs
8.146336872882353e-9,-1.683
1.822946332492383e-8,-1.649
4.013285675457804e-8,-1.615
8.691328396589801e-8,-1.581
1.8515358521174632e-7,-1.547
3.8800558113741114e-7,-1.513
7.998410677690849e-7,-1.479
1.6219195361819232e-6,-1.445
3.235301724714738e-6,-1.411
6.348339606786237e-6,-1.377
1.2253647726867223e-5,-1.343
2.32664705387935e-5,-1.309
4.34565754394988e-5,-1.275
7.984364715054743e-5,-1.241
0.0001443062394272734,-1.207
0.0002565604604524023,-1.173
0.00044869808718051013,-1.139
0.0007719311864225779,-1.105
0.0013063599128804906,-1.071
0.0021747384985294216,-1.037
0.003561323065862585,-1.003
0.00573689011728107,-0.969
0.009090858503824286,-0.935
0.014171118853858208,-0.901
0.021731896353563707,-0.867
0.03279085605090339,-0.833
0.0487028937095351,-0.799
0.07128508776890086,-0.765
0.10314997879022991,-0.731
0.14933028734060658,-0.697
0.22759839882310864,-0.663
0.3695294459642976,-0.629
0.5280161671459238,-0.595
0.6600925804879774,-0.561
0.7724757052810819,-0.527
0.871330224720276,-0.493
0.9601188324841482,-0.459
1.040786612824693,-0.425
1.1144404407494268,-0.391
1.1817019990164033,-0.357
1.2429004242028672,-0.323
1.2981841184686644,-0.289
1.3475893906475085,-0.255
1.391084671401586,-0.221
1.428600166457313,-0.187
1.4600484037653845,-0.153
1.4853388154760592,-0.119
1.504388215304398,-0.085
1.5171282913248085,-0.051
1.523510789764088,-0.017
1.5235107897640936,0.017
1.5171282913248219,0.051
1.5043882153044148,0.085
1.4853388154760758,0.119
1.4600484037653916,0.153
1.428600166457316,0.187
1.3910846714015799,0.221
1.3475893906475043,0.255
1.2981841184686487,0.289
1.24290042420285,0.323
1.1817019990163855,0.357
1.1144404407494106,0.391
1.0407866128246857,0.425
0.9601188324841394,0.459
0.8713302247202686,0.493
0.7724757052810745,0.527
0.6600925804879779,0.561
0.5280161671459218,0.595
0.3695294459643016,0.629
0.22759839882310953,0.663
0.14933028734060638,0.697
0.10314997879022991,0.731
0.07128508776890091,0.765
0.04870289370953511,0.799
0.0327908560509034,0.833
0.021731896353563703,0.867
0.014171118853858213,0.901
0.009090858503824285,0.935
0.00573689011728107,0.969
0.003561323065862585,1.003
0.0021747384985294216,1.037
0.0013063599128804906,1.071
0.0007719311864225779,1.105
0.00044869808718051013,1.139
0.00025656046045240236,1.173
0.0001443062394272734,1.207
7.984364715054743e-5,1.241
4.34565754394988e-5,1.275
2.3266470538793507e-5,1.309
1.2253647726867225e-5,1.343
6.348339606786236e-6,1.377
3.2353017247147375e-6,1.411
1.6219195361819234e-6,1.445
7.998410677690848e-7,1.479
3.8800558113741114e-7,1.513
1.8515358521174632e-7,1.547
8.691328396589801e-8,1.581
4.013285675457804e-8,1.615
1.822946332492383e-8,1.649
8.146336872882353e-9,1.683
