0.0,0.1,0.31623,1.0,3.16228,10.0,31.6228,100.0
0.01,0.0048250791,0.0442243733,0.3233773054,1.468400599,2.4559936934,1.5185267773,1.133064071
0.1,0.0046385288,0.0425714391,0.3132959903,1.4381154456,2.4460236854,1.5179401293,1.1328611906
0.17783,0.0042557662,0.0391729492,0.2923993392,1.3733485416,2.4245677986,1.5166572062,1.1324178108
0.31623,0.0032411841,0.0301124269,0.2353793679,1.1831167349,2.3593817552,1.5125860154,1.1310134896
0.45,0.0021548211,0.0203023083,0.170708313,0.9441250565,2.2679666823,1.5064416952,1.1289019158
0.5,0.0017834066,0.0169132213,0.1473326002,0.8517188181,2.2275589161,1.5035769747,1.1279207038
0.5623399999,0.0013699315,0.0131116212,0.1201890909,0.7401410835,2.1726086119,1.4995641473,1.1265498209
0.75,0.0005137144,0.0050895838,0.0573280449,0.4582760105,1.9694606807,1.4844426716,1.1214225195
1.0,8.9948e-05,0.0009491843,0.0163391426,0.2312724561,1.5469526538,1.4567350245,1.1121960328
1.33352,4.0537e-06,4.81051e-05,0.0020022365,0.0973116423,0.8898831332,1.404200484,1.0953863371
1.77828,1.63e-08,2.428e-07,5.50953e-05,0.032461857,0.4001286101,1.2941191384,1.0640840379
3.16228,0.0,0.0,0.0,0.0003222615,0.0422047015,0.3495527166,0.8578078212
5.62341,0.0,0.0,0.0,0.0,0.0010390519,0.0148562165,0.0546669871
10.0,0.0,0.0,0.0,0.0,0.0,8.85478e-05,0.0003366938
17.78279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
