x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
-2.8743749999999997,-2.8743749999999997,-2.8743749999999997,-2.8743749999999997,-2.8743749999999997,-2.8743749999999997,-2.8743749999999997,-2.8743749999999997,-2.8743749999999997,-2.8743749999999997
-2.865625,-2.865625,-2.865625,-2.865625,-2.865625,-2.865625,-2.865625,-2.865625,-2.865625,-2.865625
-2.856875,-2.856875,-2.856875,-2.856875,-2.856875,-2.856875,-2.856875,-2.856875,-2.856875,-2.856875
-2.848125,-2.848125,-2.848125,-2.848125,-2.848125,-2.848125,-2.848125,-2.848125,-2.848125,-2.848125
-2.839375,-2.839375,-2.839375,-2.839375,-2.839375,-2.839375,-2.839375,-2.839375,-2.839375,-2.839375
-2.830625,-2.830625,-2.830625,-2.830625,-2.830625,-2.830625,-2.830625,-2.830625,-2.830625,-2.830625
-2.821875,-2.821875,-2.821875,-2.821875,-2.821875,-2.821875,-2.821875,-2.821875,-2.821875,-2.821875
-2.813125,-2.813125,-2.813125,-2.813125,-2.813125,-2.813125,-2.813125,-2.813125,-2.813125,-2.813125
-2.804375,-2.804375,-2.804375,-2.804375,-2.804375,-2.804375,-2.804375,-2.804375,-2.804375,-2.804375
-2.795625,-2.795625,-2.795625,-2.795625,-2.795625,-2.795625,-2.795625,-2.795625,-2.795625,-2.795625
-2.7868749999999998,-2.7868749999999998,-2.7868749999999998,-2.7868749999999998,-2.7868749999999998,-2.7868749999999998,-2.7868749999999998,-2.7868749999999998,-2.7868749999999998,-2.7868749999999998
-2.778125,-2.778125,-2.778125,-2.778125,-2.778125,-2.778125,-2.778125,-2.778125,-2.778125,-2.778125
-2.769375,-2.769375,-2.769375,-2.769375,-2.769375,-2.769375,-2.769375,-2.769375,-2.769375,-2.769375
-2.760625,-2.760625,-2.760625,-2.760625,-2.760625,-2.760625,-2.760625,-2.760625,-2.760625,-2.760625
-2.751875,-2.751875,-2.751875,-2.751875,-2.751875,-2.751875,-2.751875,-2.751875,-2.751875,-2.751875
-2.743125,-2.743125,-2.743125,-2.743125,-2.743125,-2.743125,-2.743125,-2.743125,-2.743125,-2.743125
-2.734375,-2.734375,-2.734375,-2.734375,-2.734375,-2.734375,-2.734375,-2.734375,-2.734375,-2.734375
-2.725625,-2.725625,-2.725625,-2.725625,-2.725625,-2.725625,-2.725625,-2.725625,-2.725625,-2.725625
-2.716875,-2.716875,-2.716875,-2.716875,-2.716875,-2.716875,-2.716875,-2.716875,-2.716875,-2.716875
-2.708125,-2.708125,-2.708125,-2.708125,-2.708125,-2.708125,-2.708125,-2.708125,-2.708125,-2.708125
-2.699375,-2.699375,-2.699375,-2.699375,-2.699375,-2.699375,-2.699375,-2.699375,-2.699375,-2.699375
-2.690625,-2.690625,-2.690625,-2.690625,-2.690625,-2.690625,-2.690625,-2.690625,-2.690625,-2.690625
-2.681875,-2.681875,-2.681875,-2.681875,-2.681875,-2.681875,-2.681875,-2.681875,-2.681875,-2.681875
-2.6731249999999998,-2.6731249999999998,-2.6731249999999998,-2.6731249999999998,-2.6731249999999998,-2.6731249999999998,-2.6731249999999998,-2.6731249999999998,-2.6731249999999998,-2.6731249999999998
-2.6643749999999997,-2.6643749999999997,-2.6643749999999997,-2.6643749999999997,-2.6643749999999997,-2.6643749999999997,-2.6643749999999997,-2.6643749999999997,-2.6643749999999997,-2.6643749999999997
-2.6556249999999997,-2.6556249999999997,-2.6556249999999997,-2.6556249999999997,-2.6556249999999997,-2.6556249999999997,-2.6556249999999997,-2.6556249999999997,-2.6556249999999997,-2.6556249999999997
-2.6468749999999996,-2.6468749999999996,-2.6468749999999996,-2.6468749999999996,-2.6468749999999996,-2.6468749999999996,-2.6468749999999996,-2.6468749999999996,-2.6468749999999996,-2.6468749999999996
-2.638125,-2.638125,-2.638125,-2.638125,-2.638125,-2.638125,-2.638125,-2.638125,-2.638125,-2.638125
-2.629375,-2.629375,-2.629375,-2.629375,-2.629375,-2.629375,-2.629375,-2.629375,-2.629375,-2.629375
-2.620625,-2.620625,-2.620625,-2.620625,-2.620625,-2.620625,-2.620625,-2.620625,-2.620625,-2.620625
-2.611875,-2.611875,-2.611875,-2.611875,-2.611875,-2.611875,-2.611875,-2.611875,-2.611875,-2.611875
-2.603125,-2.603125,-2.603125,-2.603125,-2.603125,-2.603125,-2.603125,-2.603125,-2.603125,-2.603125
-2.594375,-2.594375,-2.594375,-2.594375,-2.594375,-2.594375,-2.594375,-2.594375,-2.594375,-2.594375
-2.585625,-2.585625,-2.585625,-2.585625,-2.585625,-2.585625,-2.585625,-2.585625,-2.585625,-2.585625
-2.576875,-2.576875,-2.576875,-2.576875,-2.576875,-2.576875,-2.576875,-2.576875,-2.576875,-2.576875
-2.5681249999999998,-2.5681249999999998,-2.5681249999999998,-2.5681249999999998,-2.5681249999999998,-2.5681249999999998,-2.5681249999999998,-2.5681249999999998,-2.5681249999999998,-2.5681249999999998
-2.5593749999999997,-2.5593749999999997,-2.5593749999999997,-2.5593749999999997,-2.5593749999999997,-2.5593749999999997,-2.5593749999999997,-2.5593749999999997,-2.5593749999999997,-2.5593749999999997
-2.550625,-2.550625,-2.550625,-2.550625,-2.550625,-2.550625,-2.550625,-2.550625,-2.550625,-2.550625
-2.541875,-2.541875,-2.541875,-2.541875,-2.541875,-2.541875,-2.541875,-2.541875,-2.541875,-2.541875
-2.533125,-2.533125,-2.533125,-2.533125,-2.533125,-2.533125,-2.533125,-2.533125,-2.533125,-2.533125
-2.524375,-2.524375,-2.524375,-2.524375,-2.524375,-2.524375,-2.524375,-2.524375,-2.524375,-2.524375
-2.515625,-2.515625,-2.515625,-2.515625,-2.515625,-2.515625,-2.515625,-2.515625,-2.515625,-2.515625
-2.506875,-2.506875,-2.506875,-2.506875,-2.506875,-2.506875,-2.506875,-2.506875,-2.506875,-2.506875
-2.498125,-2.498125,-2.498125,-2.498125,-2.498125,-2.498125,-2.498125,-2.498125,-2.498125,-2.498125
-2.489375,-2.489375,-2.489375,-2.489375,-2.489375,-2.489375,-2.489375,-2.489375,-2.489375,-2.489375
-2.480625,-2.480625,-2.480625,-2.480625,-2.480625,-2.480625,-2.480625,-2.480625,-2.480625,-2.480625
-2.471875,-2.471875,-2.471875,-2.471875,-2.471875,-2.471875,-2.471875,-2.471875,-2.471875,-2.471875
-2.463125,-2.463125,-2.463125,-2.463125,-2.463125,-2.463125,-2.463125,-2.463125,-2.463125,-2.463125
-2.4543749999999998,-2.4543749999999998,-2.4543749999999998,-2.4543749999999998,-2.4543749999999998,-2.4543749999999998,-2.4543749999999998,-2.4543749999999998,-2.4543749999999998,-2.4543749999999998
-2.4456249999999997,-2.4456249999999997,-2.4456249999999997,-2.4456249999999997,-2.4456249999999997,-2.4456249999999997,-2.4456249999999997,-2.4456249999999997,-2.4456249999999997,-2.4456249999999997
-2.4368749999999997,-2.4368749999999997,-2.4368749999999997,-2.4368749999999997,-2.4368749999999997,-2.4368749999999997,-2.4368749999999997,-2.4368749999999997,-2.4368749999999997,-2.4368749999999997
-2.4281249999999996,-2.4281249999999996,-2.4281249999999996,-2.4281249999999996,-2.4281249999999996,-2.4281249999999996,-2.4281249999999996,-2.4281249999999996,-2.4281249999999996,-2.4281249999999996
-2.4193749999999996,-2.4193749999999996,-2.4193749999999996,-2.4193749999999996,-2.4193749999999996,-2.4193749999999996,-2.4193749999999996,-2.4193749999999996,-2.4193749999999996,-2.4193749999999996
-2.4106249999999996,-2.4106249999999996,-2.4106249999999996,-2.4106249999999996,-2.4106249999999996,-2.4106249999999996,-2.4106249999999996,-2.4106249999999996,-2.4106249999999996,-2.4106249999999996
-2.4018749999999995,-2.4018749999999995,-2.4018749999999995,-2.4018749999999995,-2.4018749999999995,-2.4018749999999995,-2.4018749999999995,-2.4018749999999995,-2.4018749999999995,-2.4018749999999995
-2.393125,-2.393125,-2.393125,-2.393125,-2.393125,-2.393125,-2.393125,-2.393125,-2.393125,-2.393125
-2.384375,-2.384375,-2.384375,-2.384375,-2.384375,-2.384375,-2.384375,-2.384375,-2.384375,-2.384375
-2.375625,-2.375625,-2.375625,-2.375625,-2.375625,-2.375625,-2.375625,-2.375625,-2.375625,-2.375625
-2.366875,-2.366875,-2.366875,-2.366875,-2.366875,-2.366875,-2.366875,-2.366875,-2.366875,-2.366875
-2.358125,-2.358125,-2.358125,-2.358125,-2.358125,-2.358125,-2.358125,-2.358125,-2.358125,-2.358125
-2.3493749999999998,-2.3493749999999998,-2.3493749999999998,-2.3493749999999998,-2.3493749999999998,-2.3493749999999998,-2.3493749999999998,-2.3493749999999998,-2.3493749999999998,-2.3493749999999998
-2.340625,-2.340625,-2.340625,-2.340625,-2.340625,-2.340625,-2.340625,-2.340625,-2.340625,-2.340625
-2.331875,-2.331875,-2.331875,-2.331875,-2.331875,-2.331875,-2.331875,-2.331875,-2.331875,-2.331875
-2.323125,-2.323125,-2.323125,-2.323125,-2.323125,-2.323125,-2.323125,-2.323125,-2.323125,-2.323125
-2.314375,-2.314375,-2.314375,-2.314375,-2.314375,-2.314375,-2.314375,-2.314375,-2.314375,-2.314375
-2.305625,-2.305625,-2.305625,-2.305625,-2.305625,-2.305625,-2.305625,-2.305625,-2.305625,-2.305625
-2.296875,-2.296875,-2.296875,-2.296875,-2.296875,-2.296875,-2.296875,-2.296875,-2.296875,-2.296875
-2.288125,-2.288125,-2.288125,-2.288125,-2.288125,-2.288125,-2.288125,-2.288125,-2.288125,-2.288125
-2.279375,-2.279375,-2.279375,-2.279375,-2.279375,-2.279375,-2.279375,-2.279375,-2.279375,-2.279375
-2.270625,-2.270625,-2.270625,-2.270625,-2.270625,-2.270625,-2.270625,-2.270625,-2.270625,-2.270625
-2.261875,-2.261875,-2.261875,-2.261875,-2.261875,-2.261875,-2.261875,-2.261875,-2.261875,-2.261875
-2.253125,-2.253125,-2.253125,-2.253125,-2.253125,-2.253125,-2.253125,-2.253125,-2.253125,-2.253125
-2.244375,-2.244375,-2.244375,-2.244375,-2.244375,-2.244375,-2.244375,-2.244375,-2.244375,-2.244375
-2.2356249999999998,-2.2356249999999998,-2.2356249999999998,-2.2356249999999998,-2.2356249999999998,-2.2356249999999998,-2.2356249999999998,-2.2356249999999998,-2.2356249999999998,-2.2356249999999998
-2.2268749999999997,-2.2268749999999997,-2.2268749999999997,-2.2268749999999997,-2.2268749999999997,-2.2268749999999997,-2.2268749999999997,-2.2268749999999997,-2.2268749999999997,-2.2268749999999997
-2.2181249999999997,-2.2181249999999997,-2.2181249999999997,-2.2181249999999997,-2.2181249999999997,-2.2181249999999997,-2.2181249999999997,-2.2181249999999997,-2.2181249999999997,-2.2181249999999997
-2.2093749999999996,-2.2093749999999996,-2.2093749999999996,-2.2093749999999996,-2.2093749999999996,-2.2093749999999996,-2.2093749999999996,-2.2093749999999996,-2.2093749999999996,-2.2093749999999996
-2.2006249999999996,-2.2006249999999996,-2.2006249999999996,-2.2006249999999996,-2.2006249999999996,-2.2006249999999996,-2.2006249999999996,-2.2006249999999996,-2.2006249999999996,-2.2006249999999996
-2.1918749999999996,-2.1918749999999996,-2.1918749999999996,-2.1918749999999996,-2.1918749999999996,-2.1918749999999996,-2.1918749999999996,-2.1918749999999996,-2.1918749999999996,-2.1918749999999996
-2.1831249999999995,-2.1831249999999995,-2.1831249999999995,-2.1831249999999995,-2.1831249999999995,-2.1831249999999995,-2.1831249999999995,-2.1831249999999995,-2.1831249999999995,-2.1831249999999995
-2.1743749999999995,-2.1743749999999995,-2.1743749999999995,-2.1743749999999995,-2.1743749999999995,-2.1743749999999995,-2.1743749999999995,-2.1743749999999995,-2.1743749999999995,-2.1743749999999995
-2.165625,-2.165625,-2.165625,-2.165625,-2.165625,-2.165625,-2.165625,-2.165625,-2.165625,-2.165625
-2.156875,-2.156875,-2.156875,-2.156875,-2.156875,-2.156875,-2.156875,-2.156875,-2.156875,-2.156875
-2.148125,-2.148125,-2.148125,-2.148125,-2.148125,-2.148125,-2.148125,-2.148125,-2.148125,-2.148125
-2.139375,-2.139375,-2.139375,-2.139375,-2.139375,-2.139375,-2.139375,-2.139375,-2.139375,-2.139375
-2.1306249999999998,-2.1306249999999998,-2.1306249999999998,-2.1306249999999998,-2.1306249999999998,-2.1306249999999998,-2.1306249999999998,-2.1306249999999998,-2.1306249999999998,-2.1306249999999998
-2.1218749999999997,-2.1218749999999997,-2.1218749999999997,-2.1218749999999997,-2.1218749999999997,-2.1218749999999997,-2.1218749999999997,-2.1218749999999997,-2.1218749999999997,-2.1218749999999997
-2.113125,-2.113125,-2.113125,-2.113125,-2.113125,-2.113125,-2.113125,-2.113125,-2.113125,-2.113125
-2.104375,-2.104375,-2.104375,-2.104375,-2.104375,-2.104375,-2.104375,-2.104375,-2.104375,-2.104375
-2.095625,-2.095625,-2.095625,-2.095625,-2.095625,-2.095625,-2.095625,-2.095625,-2.095625,-2.095625
-2.086875,-2.086875,-2.086875,-2.086875,-2.086875,-2.086875,-2.086875,-2.086875,-2.086875,-2.086875
-2.078125,-2.078125,-2.078125,-2.078125,-2.078125,-2.078125,-2.078125,-2.078125,-2.078125,-2.078125
-2.069375,-2.069375,-2.069375,-2.069375,-2.069375,-2.069375,-2.069375,-2.069375,-2.069375,-2.069375
-2.060625,-2.060625,-2.060625,-2.060625,-2.060625,-2.060625,-2.060625,-2.060625,-2.060625,-2.060625
-2.051875,-2.051875,-2.051875,-2.051875,-2.051875,-2.051875,-2.051875,-2.051875,-2.051875,-2.051875
-2.043125,-2.043125,-2.043125,-2.043125,-2.043125,-2.043125,-2.043125,-2.043125,-2.043125,-2.043125
-2.034375,-2.034375,-2.034375,-2.034375,-2.034375,-2.034375,-2.034375,-2.034375,-2.034375,-2.034375
-2.025625,-2.025625,-2.025625,-2.025625,-2.025625,-2.025625,-2.025625,-2.025625,-2.025625,-2.025625
-2.0168749999999998,-2.0168749999999998,-2.0168749999999998,-2.0168749999999998,-2.0168749999999998,-2.0168749999999998,-2.0168749999999998,-2.0168749999999998,-2.0168749999999998,-2.0168749999999998
-2.0081249999999997,-2.0081249999999997,-2.0081249999999997,-2.0081249999999997,-2.0081249999999997,-2.0081249999999997,-2.0081249999999997,-2.0081249999999997,-2.0081249999999997,-2.0081249999999997
-1.999375,-1.999375,-1.999375,-1.999375,-1.999375,-1.999375,-1.999375,-1.999375,-1.999375,-1.999375
-1.9906249999999999,-1.9906249999999999,-1.9906249999999999,-1.9906249999999999,-1.9906249999999999,-1.9906249999999999,-1.9906249999999999,-1.9906249999999999,-1.9906249999999999,-1.9906249999999999
-1.9818749999999998,-1.9818749999999998,-1.9818749999999998,-1.9818749999999998,-1.9818749999999998,-1.9818749999999998,-1.9818749999999998,-1.9818749999999998,-1.9818749999999998,-1.9818749999999998
-1.9731249999999998,-1.9731249999999998,-1.9731249999999998,-1.9731249999999998,-1.9731249999999998,-1.9731249999999998,-1.9731249999999998,-1.9731249999999998,-1.9731249999999998,-1.9731249999999998
-1.9643749999999998,-1.9643749999999998,-1.9643749999999998,-1.9643749999999998,-1.9643749999999998,-1.9643749999999998,-1.9643749999999998,-1.9643749999999998,-1.9643749999999998,-1.9643749999999998
-1.9556249999999997,-1.9556249999999997,-1.9556249999999997,-1.9556249999999997,-1.9556249999999997,-1.9556249999999997,-1.9556249999999997,-1.9556249999999997,-1.9556249999999997,-1.9556249999999997
-1.9468749999999997,-1.9468749999999997,-1.9468749999999997,-1.9468749999999997,-1.9468749999999997,-1.9468749999999997,-1.9468749999999997,-1.9468749999999997,-1.9468749999999997,-1.9468749999999997
-1.9381249999999999,-1.9381249999999999,-1.9381249999999999,-1.9381249999999999,-1.9381249999999999,-1.9381249999999999,-1.9381249999999999,-1.9381249999999999,-1.9381249999999999,-1.9381249999999999
-1.9293749999999998,-1.9293749999999998,-1.9293749999999998,-1.9293749999999998,-1.9293749999999998,-1.9293749999999998,-1.9293749999999998,-1.9293749999999998,-1.9293749999999998,-1.9293749999999998
-1.9206249999999998,-1.9206249999999998,-1.9206249999999998,-1.9206249999999998,-1.9206249999999998,-1.9206249999999998,-1.9206249999999998,-1.9206249999999998,-1.9206249999999998,-1.9206249999999998
-1.9118749999999998,-1.9118749999999998,-1.9118749999999998,-1.9118749999999998,-1.9118749999999998,-1.9118749999999998,-1.9118749999999998,-1.9118749999999998,-1.9118749999999998,-1.9118749999999998
-1.9031249999999997,-1.9031249999999997,-1.9031249999999997,-1.9031249999999997,-1.9031249999999997,-1.9031249999999997,-1.9031249999999997,-1.9031249999999997,-1.9031249999999997,-1.9031249999999997
-1.8943749999999997,-1.8943749999999997,-1.8943749999999997,-1.8943749999999997,-1.8943749999999997,-1.8943749999999997,-1.8943749999999997,-1.8943749999999997,-1.8943749999999997,-1.8943749999999997
-1.8856249999999999,-1.8856249999999999,-1.8856249999999999,-1.8856249999999999,-1.8856249999999999,-1.8856249999999999,-1.8856249999999999,-1.8856249999999999,-1.8856249999999999,-1.8856249999999999
-1.8768749999999998,-1.8768749999999998,-1.8768749999999998,-1.8768749999999998,-1.8768749999999998,-1.8768749999999998,-1.8768749999999998,-1.8768749999999998,-1.8768749999999998,-1.8768749999999998
-1.8681249999999998,-1.8681249999999998,-1.8681249999999998,-1.8681249999999998,-1.8681249999999998,-1.8681249999999998,-1.8681249999999998,-1.8681249999999998,-1.8681249999999998,-1.8681249999999998
-1.8593749999999998,-1.8593749999999998,-1.8593749999999998,-1.8593749999999998,-1.8593749999999998,-1.8593749999999998,-1.8593749999999998,-1.8593749999999998,-1.8593749999999998,-1.8593749999999998
-1.8506249999999997,-1.8506249999999997,-1.8506249999999997,-1.8506249999999997,-1.8506249999999997,-1.8506249999999997,-1.8506249999999997,-1.8506249999999997,-1.8506249999999997,-1.8506249999999997
-1.8418749999999997,-1.8418749999999997,-1.8418749999999997,-1.8418749999999997,-1.8418749999999997,-1.8418749999999997,-1.8418749999999997,-1.8418749999999997,-1.8418749999999997,-1.8418749999999997
-1.833125,-1.833125,-1.833125,-1.833125,-1.833125,-1.833125,-1.833125,-1.833125,-1.833125,-1.833125
-1.8243749999999999,-1.8243749999999999,-1.8243749999999999,-1.8243749999999999,-1.8243749999999999,-1.8243749999999999,-1.8243749999999999,-1.8243749999999999,-1.8243749999999999,-1.8243749999999999
-1.8156249999999998,-1.8156249999999998,-1.8156249999999998,-1.8156249999999998,-1.8156249999999998,-1.8156249999999998,-1.8156249999999998,-1.8156249999999998,-1.8156249999999998,-1.8156249999999998
-1.8068749999999998,-1.8068749999999998,-1.8068749999999998,-1.8068749999999998,-1.8068749999999998,-1.8068749999999998,-1.8068749999999998,-1.8068749999999998,-1.8068749999999998,-1.8068749999999998
